,,,,,,,,State
State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
IL,62098,GREENE COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62201,EAST ST. LOUIS,0.062500,0.088500,0.000000,0.015000,0.011000,4
IL,62202,EAST ST. LOUIS,0.062500,0.088500,0.000000,0.015000,0.011000,2
IL,62203,EAST ST. LOUIS,0.062500,0.088500,0.000000,0.015000,0.011000,2
IL,62204,EAST ST. LOUIS,0.062500,0.088500,0.000000,0.015000,0.011000,1
IL,62205,EAST ST. LOUIS,0.062500,0.088500,0.000000,0.015000,0.011000,2
IL,62206,CAHOKIA,0.062500,0.081000,0.000000,0.007500,0.011000,3
IL,62207,CENTREVILLE,0.062500,0.073500,0.000000,0.000000,0.011000,3
IL,62208,FAIRVIEW HEIGHTS,0.062500,0.083500,0.000000,0.010000,0.011000,2
IL,62214,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62215,ALBERS,0.062500,0.062500,0.000000,0.000000,0,2
IL,62216,AVISTON,0.062500,0.062500,0.000000,0.000000,0,1
IL,62217,RANDOLPH COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62218,CLINTON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62219,BECKEMEYER,0.062500,0.062500,0.000000,0.000000,0,1
IL,62220,BELLEVILLE/INSIDE METRO EAST PARK & REC ONLY,0.062500,0.081000,0.000000,0.007500,0.011000,2
IL,62221,ST. CLAIR COUNTY,0.062500,0.073500,0.000000,0,0.011000,4
IL,62222,BELLEVILLE/INSIDE METRO EAST PARK & REC ONLY,0.062500,0.081000,0.000000,0.007500,0.011000,1
IL,62223,ST. CLAIR COUNTY,0.062500,0.073500,0.000000,0,0.011000,3
IL,62225,ST. CLAIR COUNTY,0.062500,0.073500,0.000000,0,0.011000,1
IL,62226,BELLEVILLE/INSIDE METRO EAST PARK & REC ONLY,0.062500,0.081000,0.000000,0.007500,0.011000,3
IL,62230,BREESE,0.062500,0.062500,0.000000,0.000000,0,2
IL,62231,CLINTON COUNTY,0.062500,0.062500,0.000000,0,0,6
IL,62232,CASEYVILLE,0.062500,0.073500,0.000000,0.000000,0.011000,3
IL,62233,CHESTER,0.062500,0.072500,0.010000,0.000000,0,1
IL,62234,COLLINSVILLE (MADISON CO),0.062500,0.081000,0.003500,0.012500,0.002500,2
IL,62236,COLUMBIA (MONROE CO),0.062500,0.075000,0.012500,0.000000,0,1
IL,62237,RANDOLPH COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62238,CUTLER,0.062500,0.077500,0.015000,0.000000,0,1
IL,62239,DUPO,0.062500,0.073500,0.000000,0.000000,0.011000,1
IL,62240,ST. CLAIR COUNTY,0.062500,0.073500,0.000000,0,0.011000,2
IL,62241,RANDOLPH COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62242,RANDOLPH COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62243,FREEBURG,0.062500,0.066000,0.000000,0.000000,0.003500,1
IL,62244,MONROE COUNTY,0.062500,0.075000,0.012500,0,0,2
IL,62245,GERMANTOWN,0.062500,0.062500,0.000000,0.000000,0,1
IL,62246,GREENVILLE,0.062500,0.077500,0.010000,0.005000,0,1
IL,62248,HECKER,0.062500,0.075000,0.012500,0.000000,0,1
IL,62249,HIGHLAND (INSIDE BOTH METRO EAST PARK & REC AND METRO EAST TRANSIT DISTRICTS),0.062500,0.078500,0.003500,0.010000,0.002500,2
IL,62250,HOFFMAN,0.062500,0.062500,0.000000,0.000000,0,1
IL,62252,HUEY,0.062500,0.062500,0.000000,0.000000,0,2
IL,62253,KEYESPORT (CLINTON CO),0.062500,0.067500,0.000000,0.005000,0,3
IL,62254,LEBANON,0.062500,0.078500,0.000000,0.005000,0.011000,1
IL,62255,ST. CLAIR COUNTY,0.062500,0.073500,0.000000,0,0.011000,2
IL,62256,MAEYSTOWN,0.062500,0.075000,0.012500,0.000000,0,1
IL,62257,MARISSA,0.062500,0.066000,0.000000,0.000000,0.003500,2
IL,62258,MASCOUTAH,0.062500,0.076000,0.000000,0.002500,0.011000,2
IL,62259,CHESTER,0.062500,0.072500,0.010000,0.000000,0,1
IL,62260,MILLSTADT,0.062500,0.066000,0.000000,0.000000,0.003500,1
IL,62261,RANDOLPH COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62262,BOND COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62263,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,5
IL,62264,ST. CLAIR COUNTY,0.062500,0.073500,0.000000,0,0.011000,1
IL,62265,NEW BADEN (CLINTON CO),0.062500,0.067500,0.000000,0.005000,0,1
IL,62266,CLINTON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62268,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,3
IL,62269,O'FALLON,0.062500,0.078500,0.000000,0.005000,0.011000,2
IL,62271,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62272,PERCY,0.062500,0.072500,0.010000,0.000000,0,1
IL,62273,PIERRON (BOND CO),0.062500,0.072500,0.010000,0.000000,0,1
IL,62274,PERRY COUNTY,0.062500,0.077500,0.015000,0,0,2
IL,62275,POCAHONTAS,0.062500,0.072500,0.010000,0.000000,0,1
IL,62277,MONROE COUNTY,0.062500,0.075000,0.012500,0,0,1
IL,62278,RED BUD,0.062500,0.072500,0.010000,0.000000,0,4
IL,62279,MONROE COUNTY,0.062500,0.075000,0.012500,0,0,1
IL,62280,RANDOLPH COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62281,MADISON CO METRO PARK REC,0.062500,0.068500,0.003500,0,0.002500,1
IL,62282,ST. LIBORY,0.062500,0.066000,0.000000,0.000000,0.003500,1
IL,62284,BOND COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62285,SMITHTON,0.062500,0.073500,0.000000,0.000000,0.011000,1
IL,62286,SPARTA,0.062500,0.082500,0.010000,0.010000,0,4
IL,62288,STEELEVILLE,0.062500,0.072500,0.010000,0.000000,0,3
IL,62289,SUMMERFIELD,0.062500,0.073500,0.000000,0.000000,0.011000,1
IL,62292,TILDEN,0.062500,0.072500,0.010000,0.000000,0,1
IL,62293,TRENTON,0.062500,0.065000,0.000000,0.002500,0,3
IL,62294,TROY (INSIDE BOTH METRO EAST PARK & REC AND METRO EAST TRANSIT DISTRICTS),0.062500,0.068500,0.003500,0.000000,0.002500,1
IL,62295,VALMEYER,0.062500,0.075000,0.012500,0.000000,0,4
IL,62297,RANDOLPH COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62298,MONROE COUNTY,0.062500,0.075000,0.012500,0,0,13
IL,62301,QUINCY,0.062500,0.080000,0.002500,0.015000,0,3
IL,62305,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,2
IL,62306,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62311,AUGUSTA,0.062500,0.062500,0.000000,0.000000,0,1
IL,62312,BARRY,0.062500,0.077500,0.015000,0.000000,0,2
IL,62313,HANCOCK COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62314,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62316,BOWEN,0.062500,0.062500,0.000000,0.000000,0,1
IL,62319,SCHUYLER COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62320,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,2
IL,62321,CARTHAGE,0.062500,0.067500,0.000000,0.005000,0,7
IL,62323,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62324,CLAYTON,0.062500,0.065000,0.002500,0.000000,0,2
IL,62325,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62326,MCDONOUGH COUNTY,0.062500,0.080000,0.017500,0,0,2
IL,62329,HANCOCK COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62330,HANCOCK COUNTY,0.062500,0.062500,0.000000,0,0,5
IL,62334,ELVASTON,0.062500,0.062500,0.000000,0.000000,0,1
IL,62336,FERRIS,0.062500,0.062500,0.000000,0.000000,0,1
IL,62338,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62339,GOLDEN,0.062500,0.065000,0.002500,0.000000,0,1
IL,62340,GRIGGSVILLE,0.062500,0.077500,0.015000,0.000000,0,2
IL,62341,HAMILTON,0.062500,0.062500,0.000000,0.000000,0,1
IL,62343,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,2
IL,62344,SCHUYLER COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62345,KINDERHOOK,0.062500,0.077500,0.015000,0.000000,0,1
IL,62346,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62347,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,3
IL,62348,LIMA,0.062500,0.065000,0.002500,0.000000,0,1
IL,62349,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,2
IL,62351,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,2
IL,62352,MILTON,0.062500,0.077500,0.015000,0.000000,0,1
IL,62353,MOUNT STERLING,0.062500,0.075000,0.012500,0.000000,0,4
IL,62354,NAUVOO,0.062500,0.070000,0.000000,0.007500,0,1
IL,62355,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62356,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62357,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62358,HANCOCK COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62359,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62360,PAYSON,0.062500,0.065000,0.002500,0.000000,0,3
IL,62361,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62362,PERRY,0.062500,0.077500,0.015000,0.000000,0,1
IL,62363,PITTSFIELD,0.062500,0.077500,0.015000,0.000000,0,4
IL,62365,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,2
IL,62366,PLEASANT HILL,0.062500,0.077500,0.015000,0.000000,0,1
IL,62367,MCDONOUGH COUNTY,0.062500,0.080000,0.017500,0,0,2
IL,62370,PIKE COUNTY,0.062500,0.077500,0.015000,0,0,2
IL,62373,HANCOCK COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62374,MCDONOUGH COUNTY,0.062500,0.080000,0.017500,0,0,1
IL,62375,BROWN COUNTY,0.062500,0.075000,0.012500,0,0,1
IL,62376,ADAMS COUNTY,0.062500,0.065000,0.002500,0,0,2
IL,62378,VERSAILLES,0.062500,0.075000,0.012500,0.000000,0,1
IL,62379,WARSAW,0.062500,0.062500,0.000000,0.000000,0,1
IL,62380,HANCOCK COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62401,EFFINGHAM,0.062500,0.065000,0.002500,0.000000,0,11
IL,62410,WABASH COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62411,EFFINGHAM COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62413,CRAWFORD COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62414,BEECHER CITY (EFFINGHAM CO),0.062500,0.065000,0.002500,0.000000,0,2
IL,62417,BRIDGEPORT,0.062500,0.072500,0.010000,0.000000,0,3
IL,62418,BROWNSTOWN,0.062500,0.062500,0.000000,0.000000,0,3
IL,62419,RICHLAND COUNTY,0.062500,0.077500,0.015000,0,0,3
IL,62420,CASEY (CLARK CO),0.062500,0.072500,0.010000,0.000000,0,1
IL,62421,RICHLAND COUNTY,0.062500,0.077500,0.015000,0,0,2
IL,62422,COWDEN,0.062500,0.072500,0.010000,0.000000,0,2
IL,62423,CLARK COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62424,EFFINGHAM COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62425,RICHLAND COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62426,EDGEWOOD,0.062500,0.065000,0.002500,0.000000,0,4
IL,62427,CRAWFORD COUNTY,0.062500,0.062500,0.000000,0,0,3
IL,62428,CUMBERLAND COUNTY,0.062500,0.072500,0.010000,0,0,6
IL,62431,HERRICK,0.062500,0.072500,0.010000,0.000000,0,1
IL,62432,JASPER COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62433,CRAWFORD COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62434,CLAY COUNTY,0.062500,0.067500,0.005000,0,0,1
IL,62435,CUMBERLAND COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62436,JASPER COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62439,LAWRENCEVILLE,0.062500,0.072500,0.010000,0.000000,0,8
IL,62440,COLES COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62441,CLARK COUNTY,0.062500,0.072500,0.010000,0,0,4
IL,62442,CLARK COUNTY,0.062500,0.072500,0.010000,0,0,4
IL,62443,EFFINGHAM COUNTY,0.062500,0.065000,0.002500,0,0,2
IL,62444,SHELBY COUNTY,0.062500,0.072500,0.010000,0,0,4
IL,62445,CUMBERLAND COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62446,MOUNT ERIE,0.062500,0.070000,0.007500,0.000000,0,1
IL,62447,NEOGA,0.062500,0.072500,0.010000,0.000000,0,3
IL,62448,JASPER COUNTY,0.062500,0.062500,0.000000,0,0,4
IL,62449,CRAWFORD COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62450,OLNEY,0.062500,0.077500,0.015000,0.000000,0,2
IL,62451,CRAWFORD COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62452,PARKERSBURG,0.062500,0.077500,0.015000,0.000000,0,1
IL,62454,ROBINSON,0.062500,0.062500,0.000000,0.000000,0,7
IL,62458,SAINT ELMO,0.062500,0.062500,0.000000,0.000000,0,2
IL,62459,SAINTE MARIE,0.062500,0.062500,0.000000,0.000000,0,1
IL,62460,SAINT FRANCISVILLE,0.062500,0.072500,0.010000,0.000000,0,4
IL,62461,EFFINGHAM COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62462,SIGEL,0.062500,0.072500,0.010000,0.000000,0,1
IL,62463,STEWARDSON,0.062500,0.072500,0.010000,0.000000,0,1
IL,62464,STOY,0.062500,0.062500,0.000000,0.000000,0,1
IL,62465,STRASBURG,0.062500,0.072500,0.010000,0.000000,0,2
IL,62466,SUMNER,0.062500,0.072500,0.010000,0.000000,0,2
IL,62467,EFFINGHAM COUNTY,0.062500,0.065000,0.002500,0,0,3
IL,62468,CUMBERLAND COUNTY,0.062500,0.072500,0.010000,0,0,5
IL,62469,CUMBERLAND COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62471,VANDALIA,0.062500,0.067500,0.000000,0.005000,0,4
IL,62473,EFFINGHAM COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62474,WESTFIELD,0.062500,0.072500,0.010000,0.000000,0,2
IL,62475,JASPER COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62476,WEST SALEM,0.062500,0.072500,0.010000,0.000000,0,1
IL,62477,CLARK COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62478,CRAWFORD COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62479,JASPER COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62480,JASPER COUNTY,0.062500,0.062500,0.000000,0,0,3
IL,62481,JASPER COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62501,MACON COUNTY,0.062500,0.077500,0.015000,0,0,3
IL,62510,ASSUMPTION,0.062500,0.082500,0.010000,0.010000,0,1
IL,62512,LOGAN COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62513,BLUE MOUND,0.062500,0.077500,0.015000,0.000000,0,1
IL,62514,MACON COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62515,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,3
IL,62517,BULPITT,0.062500,0.072500,0.010000,0.000000,0,1
IL,62518,LOGAN COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62519,LOGAN COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62520,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62521,DECATUR,0.062500,0.092500,0.015000,0.015000,0,2
IL,62522,DECATUR,0.062500,0.092500,0.015000,0.015000,0,1
IL,62523,DECATUR,0.062500,0.092500,0.015000,0.015000,0,1
IL,62524,DECATUR,0.062500,0.092500,0.015000,0.015000,0,1
IL,62525,DECATUR,0.062500,0.092500,0.015000,0.015000,0,1
IL,62526,DECATUR,0.062500,0.092500,0.015000,0.015000,0,2
IL,62530,DIVERNON,0.062500,0.062500,0.000000,0.000000,0,2
IL,62531,CHRISTIAN COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62532,MACON COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62533,FARMERSVILLE,0.062500,0.082500,0.010000,0.010000,0,1
IL,62534,FINDLAY,0.062500,0.082500,0.010000,0.010000,0,2
IL,62535,FORSYTH,0.062500,0.087500,0.015000,0.010000,0,1
IL,62536,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62537,HARRISTOWN,0.062500,0.077500,0.015000,0.000000,0,1
IL,62538,MONTGOMERY COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62539,ILLIOPOLIS,0.062500,0.062500,0.000000,0.000000,0,1
IL,62540,KINCAID,0.062500,0.072500,0.010000,0.000000,0,1
IL,62541,LOGAN COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62543,LATHAM,0.062500,0.077500,0.015000,0.000000,0,1
IL,62544,MACON COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62545,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,3
IL,62546,MORRISONVILLE,0.062500,0.072500,0.010000,0.000000,0,1
IL,62547,MOUNT AUBURN,0.062500,0.072500,0.010000,0.000000,0,1
IL,62548,MOUNT PULASKI,0.062500,0.077500,0.015000,0.000000,0,1
IL,62549,MOUNT ZION,0.062500,0.077500,0.015000,0.000000,0,2
IL,62550,MOWEAQUA (SHELBY CO),0.062500,0.072500,0.010000,0.000000,0,2
IL,62551,NIANTIC,0.062500,0.077500,0.015000,0.000000,0,1
IL,62553,OCONEE,0.062500,0.072500,0.010000,0.000000,0,1
IL,62554,MACON COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62555,CHRISTIAN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62556,PALMER,0.062500,0.072500,0.010000,0.000000,0,2
IL,62557,PANA (CHRISTIAN CO),0.062500,0.072500,0.010000,0.000000,0,3
IL,62558,PAWNEE,0.062500,0.062500,0.000000,0.000000,0,2
IL,62560,RAYMOND,0.062500,0.072500,0.010000,0.000000,0,1
IL,62561,RIVERTON,0.062500,0.062500,0.000000,0.000000,0,2
IL,62563,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,5
IL,62565,SHELBYVILLE,0.062500,0.072500,0.010000,0.000000,0,6
IL,62567,STONINGTON,0.062500,0.072500,0.010000,0.000000,0,2
IL,62568,TAYLORVILLE,0.062500,0.080000,0.010000,0.007500,0,6
IL,62570,TOVEY,0.062500,0.072500,0.010000,0.000000,0,1
IL,62571,TOWER HILL,0.062500,0.072500,0.010000,0.000000,0,2
IL,62572,MACOUPIN COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62573,WARRENSBURG,0.062500,0.077500,0.015000,0.000000,0,2
IL,62601,MORGAN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62610,ALSEY,0.062500,0.072500,0.010000,0.000000,0,1
IL,62611,CASS COUNTY,0.062500,0.082500,0.020000,0,0,1
IL,62612,ASHLAND,0.062500,0.082500,0.020000,0.000000,0,4
IL,62613,MENARD COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62615,AUBURN,0.062500,0.062500,0.000000,0.000000,0,1
IL,62617,MASON COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62618,BEARDSTOWN,0.062500,0.082500,0.020000,0.000000,0,1
IL,62621,BLUFFS,0.062500,0.072500,0.010000,0.000000,0,2
IL,62622,CASS COUNTY,0.062500,0.082500,0.020000,0,0,1
IL,62624,BROWNING,0.062500,0.072500,0.010000,0.000000,0,1
IL,62625,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62626,CARLINVILLE,0.062500,0.082500,0.010000,0.010000,0,1
IL,62627,CHANDLERVILLE,0.062500,0.082500,0.020000,0.000000,0,2
IL,62628,CHAPIN,0.062500,0.072500,0.010000,0.000000,0,2
IL,62629,CHATHAM,0.062500,0.062500,0.000000,0.000000,0,1
IL,62630,MACOUPIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62631,MORGAN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62633,MASON COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62634,LOGAN COUNTY,0.062500,0.077500,0.015000,0,0,2
IL,62635,EMDEN,0.062500,0.077500,0.015000,0.000000,0,1
IL,62638,MORGAN COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62639,SCHUYLER COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62640,GIRARD,0.062500,0.072500,0.010000,0.000000,0,1
IL,62642,MENARD COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62643,LOGAN COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62644,HAVANA,0.062500,0.077500,0.010000,0.005000,0,3
IL,62649,MACOUPIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62650,JACKSONVILLE,0.062500,0.080000,0.010000,0.007500,0,9
IL,62651,JACKSONVILLE,0.062500,0.080000,0.010000,0.007500,0,1
IL,62655,MASON COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62656,LINCOLN,0.062500,0.082500,0.015000,0.005000,0,1
IL,62659,PETERSBURG BD SP,0.062500,0.077500,0.010000,0.000000,0.005000,1
IL,62660,MORGAN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62661,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62662,WAVERLY,0.062500,0.072500,0.010000,0.000000,0,1
IL,62663,MANCHESTER,0.062500,0.072500,0.010000,0.000000,0,1
IL,62664,MASON CITY (MASON CO),0.062500,0.072500,0.010000,0.000000,0,3
IL,62665,MEREDOSIA,0.062500,0.072500,0.010000,0.000000,0,3
IL,62666,MIDDLETOWN,0.062500,0.077500,0.015000,0.000000,0,1
IL,62667,MACOUPIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62668,MORGAN COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62670,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,5
IL,62671,NEW HOLLAND,0.062500,0.077500,0.015000,0.000000,0,1
IL,62672,NILWOOD,0.062500,0.072500,0.010000,0.000000,0,1
IL,62673,MENARD COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62674,MACOUPIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62675,MENARD COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62677,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,4
IL,62681,RUSHVILLE,0.062500,0.072500,0.010000,0.000000,0,1
IL,62682,SAN JOSE (MASON CO),0.062500,0.072500,0.010000,0.000000,0,1
IL,62684,SHERMAN,0.062500,0.067500,0.000000,0.005000,0,2
IL,62685,MACOUPIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62688,MENARD COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62689,THAYER,0.062500,0.062500,0.000000,0.000000,0,1
IL,62690,VIRDEN (MACOUPIN CO),0.062500,0.072500,0.010000,0.000000,0,1
IL,62691,CASS COUNTY,0.062500,0.082500,0.020000,0,0,2
IL,62692,WAVERLY,0.062500,0.072500,0.010000,0.000000,0,1
IL,62693,WILLIAMSVILLE,0.062500,0.072500,0.000000,0.010000,0,1
IL,62694,SCOTT COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62695,WOODSON,0.062500,0.072500,0.010000,0.000000,0,1
IL,62701,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62702,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,2
IL,62703,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,2
IL,62704,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,3
IL,62705,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62706,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62707,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,8
IL,62708,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62711,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62712,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62715,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62716,SANGAMON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62719,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62722,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62723,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62726,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62736,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62739,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62756,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62757,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62761,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62762,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62763,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62764,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62765,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62766,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62767,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62769,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62776,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62777,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62781,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62786,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62791,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62794,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62796,SPRINGFIELD,0.062500,0.087500,0.000000,0.025000,0,1
IL,62801,CENTRALIA (MARION CO),0.062500,0.065000,0.002500,0.000000,0,6
IL,62803,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62806,EDWARDS COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62807,MARION COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62808,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62809,WAYNE COUNTY,0.062500,0.070000,0.007500,0,0,1
IL,62810,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,2
IL,62811,BELLMONT,0.062500,0.072500,0.010000,0.000000,0,1
IL,62812,BENTON,0.062500,0.085000,0.010000,0.012500,0,6
IL,62814,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,1
IL,62815,BONE GAP,0.062500,0.072500,0.010000,0.000000,0,1
